type,phase,office,service,multiplier
BC5_rho,5,B3,M,-0.0
BC5_rho,5,C1,P,-0.0
BC5_rho,5,C1,S,-100.0
BC5_rho,5,C1,O,-0.0
BC5_rho,5,C1,T,-0.0
BC5_rho,5,C1,M,-0.0
BC5_rho,5,C2,P,-0.0
BC5_rho,5,C2,S,-99.0
BC5_rho,5,C2,O,-0.0
BC5_rho,5,C2,T,-0.0
BC5_rho,5,C2,M,-0.0
BC5_rho,5,D1,P,-0.0
BC5_rho,5,D1,S,-0.0
BC5_rho,5,D1,O,-0.0
BC5_rho,5,D1,T,-0.0
BC5_rho,5,D1,M,-0.0
BC5_rho,5,D2,P,-0.0
BC5_rho,5,D2,S,-0.0
BC5_rho,5,D2,O,-0.0
BC5_rho,5,D2,T,-100.0
BC5_rho,5,D2,M,-0.0
BC5_rho,5,D3,P,-0.0
BC5_rho,5,D3,S,-0.0
BC5_rho,5,D3,O,-0.0
BC5_rho,5,D3,T,-0.0
BC5_rho,5,D3,M,-0.0
BC5_rho,5,E1,P,-0.0
BC5_rho,5,E1,S,-0.0
BC5_rho,5,E1,O,-0.0
BC5_rho,5,E1,T,-0.0
BC5_rho,5,E1,M,-0.0
BC5_rho,5,E2,P,-0.0
BC5_rho,5,E2,S,-0.0
BC5_rho,5,E2,O,-0.0
BC5_rho,5,E2,T,-0.0
BC5_rho,5,E2,M,-0.0
