var,i,j,service,phase,value,lower_dual
x,E1,D2,S,4,0.0,1.0
x,E1,D2,O,4,0.0,1.0
x,E1,D2,M,4,0.0,1.0
x,E1,D3,P,4,0.0,1.0
x,E1,D3,S,4,0.0,1.0
x,E1,D3,O,4,0.0,1.0
x,E1,D3,M,4,0.0,1.0
x,E1,E2,P,4,0.0,1.0
x,E1,E2,S,4,0.0,1.0
x,E1,E2,O,4,0.0,1.0
x,E1,E2,T,4,0.0,1.0
x,E1,E2,M,4,0.0,1.0
x,E2,A1,S,4,0.0,1.0
x,E2,A1,O,4,0.0,1.0
x,E2,A1,T,4,0.0,1.0
x,E2,A1,M,4,0.0,1.0
x,E2,A2,S,4,0.0,1.0
x,E2,A2,O,4,0.0,1.0
x,E2,A2,T,4,0.0,1.0
x,E2,A2,M,4,0.0,1.0
x,E2,B1,P,4,0.0,1.0
x,E2,B1,S,4,0.0,1.0
x,E2,B1,O,4,0.0,1.0
x,E2,B1,T,4,0.0,1.0
x,E2,B2,P,4,0.0,1.0
x,E2,B2,S,4,0.0,1.0
x,E2,B2,O,4,0.0,1.0
x,E2,B2,T,4,0.0,1.0
x,E2,B3,P,4,0.0,1.0
x,E2,B3,S,4,0.0,1.0
x,E2,B3,O,4,0.0,1.0
x,E2,B3,T,4,0.0,1.0
x,E2,C1,P,4,0.0,1.0
x,E2,C1,O,4,0.0,1.0
x,E2,C1,T,4,0.0,1.0
x,E2,C1,M,4,0.0,1.0
x,E2,C2,P,4,0.0,1.0
x,E2,C2,O,4,0.0,1.0
x,E2,C2,T,4,0.0,1.0
x,E2,C2,M,4,0.0,1.0
x,E2,D1,P,4,0.0,1.0
x,E2,D1,S,4,0.0,1.0
x,E2,D1,O,4,0.0,1.0
x,E2,D1,M,4,0.0,1.0
x,E2,D2,P,4,0.0,1.0
x,E2,D2,S,4,0.0,1.0
x,E2,D2,O,4,0.0,1.0
x,E2,D2,M,4,0.0,1.0
x,E2,D3,P,4,0.0,1.0
x,E2,D3,S,4,0.0,1.0
x,E2,D3,O,4,0.0,1.0
x,E2,D3,M,4,0.0,1.0
x,E2,E1,P,4,0.0,1.0
x,E2,E1,S,4,0.0,1.0
x,E2,E1,O,4,0.0,1.0
x,E2,E1,T,4,0.0,1.0
x,E2,E1,M,4,0.0,1.0
